year,value
2010,101.7
2011,106.3
2012,108.4
2013,105.1
2014,105.5
2015,107.5
2016,108.2
2017,108.5
2018,109.8
2019,110.3
2020,109.6
2021,101.9
2022,105.7
2023,104.3
2024,null
