year,value
2010,66.9
2011,60.2
2012,72
2013,51.9
2014,52.5
2015,43.2
2016,49.3
2017,51.8
2018,49.2
2019,39.6
2020,41.8
2021,43.3
2022,37.6
2023,44.5
2024,53.1
