year,value
2010,28.3
2011,19.4
2012,30.8
2013,16.9
2014,79.5
2015,31
2016,44.3
2017,39
2018,31
2019,27.8
2020,37.7
2021,30.3
2022,87.3
2023,null
2024,21.3
