year,value
2010,6.3
2011,8.9
2012,11.3
2013,10.3
2014,10.7
2015,11.4
2016,12.5
2017,15.6
2018,18.1
2019,18.7
2020,24.1
2021,15.4
2022,28.8
2023,17.2
2024,18.8
