year,value
2010,4.7
2011,4.2
2012,3.6
2013,5.1
2014,4.6
2015,1.7
2016,1.4
2017,1.6
2018,3.3
2019,2.6
2020,2.2
2021,2
2022,3.1
2023,2.3
2024,1.7
