year,value
2010,21.7
2011,22
2012,23
2013,23.1
2014,23.8
2015,24.1
2016,22.2
2017,22.8
2018,23.4
2019,22.8
2020,21.5
2021,21.3
2022,21.7
2023,23.6
2024,null
