year,value
2010,14.3
2011,19.2
2012,22.2
2013,22.6
2014,20.8
2015,20.8
2016,21.5
2017,25
2018,24.3
2019,20.1
2020,34.9
2021,27.8
2022,33.3
2023,18.2
2024,24.8
