year,value
2010,86.9
2011,115.5
2012,133.4
2013,114.7
2014,164.9
2015,218.9
2016,141.4
2017,144.8
2018,114.7
2019,116.4
2020,102.5
2021,81.3
2022,104.2
2023,139.9
2024,195.3
