year,value
2010,7.9
2011,5
2012,5.8
2013,3.9
2014,2.3
2015,1.8
2016,2.1
2017,2.2
2018,1.8
2019,1.4
2020,1.8
2021,3.2
2022,1.9
2023,1.8
2024,1.2
