year,value
2010,30.1
2011,27.7
2012,26
2013,31.7
2014,32.3
2015,27.8
2016,30.5
2017,35.8
2018,39.8
2019,40.6
2020,36.1
2021,30.1
2022,43.9
2023,42.5
2024,52.8
