year,value
2010,16.8
2011,19.5
2012,22
2013,30.4
2014,27.5
2015,26.9
2016,30.7
2017,29.2
2018,31.1
2019,34.4
2020,26.8
2021,32
2022,22.9
2023,31.3
2024,26.9
