year,value
2010,15
2011,18.9
2012,20.7
2013,19.3
2014,19.1
2015,16.7
2016,18.3
2017,24.6
2018,30.5
2019,30.6
2020,30.3
2021,23.5
2022,31.1
2023,22.1
2024,22.7
