year,value
2010,18.2
2011,18.3
2012,14.9
2013,20
2014,22.4
2015,13.3
2016,22.9
2017,20.1
2018,28.2
2019,23.7
2020,14.4
2021,28.4
2022,19.2
2023,23.8
2024,23.2
