year,value
2010,222.7
2011,169
2012,152.8
2013,138
2014,137.8
2015,116.5
2016,133.3
2017,105.9
2018,105.3
2019,108.7
2020,88.6
2021,93.8
2022,80.6
2023,74.2
2024,75.2
