year,value
2010,36.6
2011,56.2
2012,65.3
2013,84.4
2014,84.9
2015,94.9
2016,80.5
2017,74.6
2018,61.1
2019,30.5
2020,113.8
2021,108.2
2022,129.1
2023,41.1
2024,77.1
