year,value
2010,7.7
2011,13.8
2012,14
2013,14.4
2014,12.3
2015,12.7
2016,16.3
2017,16.1
2018,18.4
2019,20.8
2020,24.3
2021,14
2022,31.9
2023,17.5
2024,24
