year,value
2010,6.8
2011,11.1
2012,11.7
2013,12.1
2014,11.2
2015,12.2
2016,13.7
2017,16
2018,17.1
2019,19
2020,18
2021,15.9
2022,17.9
2023,12.2
2024,22
