year,value
2010,39.8
2011,67.1
2012,50
2013,85.1
2014,70.7
2015,64.7
2016,34.2
2017,57.9
2018,72.1
2019,65.9
2020,42.3
2021,52.7
2022,81.6
2023,100.3
2024,98.2
