year,value
2010,81.1
2011,87.8
2012,93.4
2013,86.2
2014,92.7
2015,96.5
2016,109.5
2017,123.9
2018,124
2019,126.4
2020,152.1
2021,124.8
2022,168.8
2023,147.3
2024,135.3
