year,value
2010,65
2011,74.9
2012,58.5
2013,80.7
2014,82.6
2015,49.3
2016,84.7
2017,71.8
2018,99
2019,86.7
2020,50.6
2021,93.7
2022,51.4
2023,78.5
2024,68
