year,value
2010,196.4
2011,198
2012,178.6
2013,231.6
2014,221.3
2015,211.2
2016,219.9
2017,222.4
2018,216.9
2019,215.3
2020,201.3
2021,220.1
2022,213.4
2023,215.8
2024,null
