year,value
2010,32.1
2011,35.9
2012,39
2013,36.7
2014,32.3
2015,30.3
2016,30.2
2017,27.5
2018,21.8
2019,17.8
2020,24.7
2021,17
2022,19.3
2023,12.7
2024,16.7
