year,value
2010,45.6
2011,28.8
2012,30.4
2013,37.3
2014,42.2
2015,39.3
2016,29.3
2017,35.1
2018,65.9
2019,32.1
2020,56
2021,78.7
2022,19.7
2023,132
2024,233.8
