year,value
2010,32.9
2011,44.5
2012,39
2013,42.8
2014,51.3
2015,48
2016,57.1
2017,50.8
2018,51.5
2019,55.2
2020,42.7
2021,55.7
2022,40.3
2023,57.5
2024,54.3
