year,value
2010,36.9
2011,49.3
2012,43.1
2013,55.7
2014,60.7
2015,46
2016,64.2
2017,57.3
2018,69
2019,67.9
2020,45.9
2021,73.4
2022,44.4
2023,64.4
2024,57.9
