year,value
2010,23.5
2011,26.3
2012,36.4
2013,40.1
2014,38.4
2015,36.6
2016,41.3
2017,52.1
2018,46.5
2019,35
2020,60.8
2021,43.3
2022,61.4
2023,50.4
2024,49.3
