year,value
2010,18.5
2011,21.6
2012,25.4
2013,23.6
2014,32.9
2015,27.5
2016,33.7
2017,33.3
2018,23.5
2019,28.9
2020,27.4
2021,31.4
2022,27.1
2023,29.3
2024,34.1
