year,value
2010,8.8
2011,12.3
2012,11.8
2013,14.3
2014,13.8
2015,14.1
2016,15.1
2017,20.2
2018,21
2019,19.9
2020,26.9
2021,19.2
2022,27.4
2023,15.4
2024,16.2
