year,value
2010,189.3
2011,253.5
2012,286
2013,345.3
2014,327.1
2015,299.8
2016,303.9
2017,355.8
2018,378.9
2019,412.3
2020,449.5
2021,456.7
2022,379.3
2023,348.5
2024,307.2
