year,value
2010,87.1
2011,112.9
2012,109.7
2013,119.2
2014,101.9
2015,121.5
2016,121.1
2017,102.5
2018,142.3
2019,103.2
2020,102
2021,127.8
2022,106.1
2023,117.7
2024,null
