year,value
2010,0.3
2011,null
2012,0.2
2013,0.2
2014,0.2
2015,0.1
2016,0.1
2017,0.7
2018,0.9
2019,0.4
2020,0.6
2021,0.8
2022,0.6
2023,0.5
2024,null
