year,value
2010,1543.4
2011,1595.3
2012,1613.2
2013,1622
2014,1617.6
2015,1639.1
2016,1642.2
2017,1638
2018,1624.8
2019,1619.1
2020,1628
2021,1633.9
2022,1631.5
2023,1634.4
2024,null
