year,value
2010,119.3
2011,128.2
2012,131.2
2013,128
2014,128.4
2015,131.7
2016,132
2017,132.1
2018,132.8
2019,133.5
2020,132.8
2021,126.7
2022,130.9
2023,130.1
2024,null
