year,value
2010,70.7
2011,84.3
2012,87.9
2013,93.1
2014,90.6
2015,87.9
2016,103.9
2017,115.8
2018,110.1
2019,105.6
2020,130.1
2021,104.4
2022,148.8
2023,112.7
2024,116.4
