year,value
2010,1.2
2011,2.1
2012,4.4
2013,4.8
2014,2.6
2015,2
2016,2.3
2017,5.1
2018,6.3
2019,4.5
2020,8.7
2021,6.7
2022,9.7
2023,7.8
2024,10.6
