year,value
2010,42.4
2011,48.5
2012,30.8
2013,4.2
2014,26.5
2015,31
2016,44.3
2017,39
2018,56.8
2019,51
2020,37.7
2021,30.3
2022,87.3
2023,null
2024,21.4
