year,value
2010,14.4
2011,10.9
2012,15.8
2013,13.5
2014,12.4
2015,12.9
2016,11.8
2017,18.7
2018,19.3
2019,17
2020,29.7
2021,16.1
2022,22.7
2023,20.1
2024,20.2
