year,value
2010,134.2
2011,134.4
2012,130.8
2013,144
2014,136
2015,130.7
2016,157.5
2017,164.1
2018,186.7
2019,88.6
2020,160.3
2021,135.2
2022,187
2023,121.3
2024,143.3
