year,value
2010,155.3
2011,174.6
2012,159.9
2013,163.7
2014,189
2015,170.8
2016,171
2017,173.9
2018,173.8
2019,165.6
2020,174.1
2021,156.6
2022,165.4
2023,170.5
2024,null
