year,value
2010,72.5
2011,89.4
2012,90.2
2013,98.3
2014,99
2015,92.2
2016,110.4
2017,119.3
2018,116.3
2019,122.3
2020,142.5
2021,103.6
2022,178.9
2023,137.9
2024,116.5
