year,value
2010,6
2011,3.7
2012,4.7
2013,3.1
2014,4.5
2015,2.3
2016,2.1
2017,1.3
2018,1.1
2019,0.8
2020,0.8
2021,0.9
2022,0.8
2023,0.9
2024,1.4
