year,value
2010,9.2
2011,12.9
2012,12.4
2013,14.9
2014,15.7
2015,14.7
2016,16.3
2017,22.4
2018,26.8
2019,23.9
2020,31.6
2021,20.7
2022,29.6
2023,16.4
2024,18.5
