year,value
2010,15.2
2011,9.6
2012,3.8
2013,9.3
2014,42.2
2015,9.8
2016,7.3
2017,35.1
2018,50.3
2019,39.7
2020,56
2021,78.7
2022,19.7
2023,33
2024,58.4
