year,value
2010,1
2011,0.9
2012,1
2013,0.9
2014,0.9
2015,0.3
2016,0.1
2017,0.4
2018,2.8
2019,2
2020,3
2021,1.9
2022,1.9
2023,2.9
2024,1.3
