year,value
2010,1.1
2011,0.8
2012,0.8
2013,0.8
2014,0.6
2015,0.2
2016,0.2
2017,0.4
2018,0.7
2019,0.5
2020,0.7
2021,0.6
2022,0.6
2023,0.6
2024,0.4
