year,value
2010,8.8
2011,11.6
2012,12.6
2013,11.5
2014,14.6
2015,12.7
2016,13.5
2017,19.1
2018,23.9
2019,21.5
2020,28.9
2021,20.2
2022,29.2
2023,21.2
2024,29.1
