year,value
2010,163.3
2011,148
2012,157.4
2013,166.7
2014,193
2015,187
2016,266.7
2017,248.2
2018,259.9
2019,246.2
2020,288.7
2021,307.6
2022,327.7
2023,291.2
2024,300.1
