year,value
2010,28.3
2011,29.1
2012,20.5
2013,16.9
2014,53
2015,31
2016,44.3
2017,39
2018,41.3
2019,37.1
2020,37.7
2021,30.3
2022,87.3
2023,null
2024,21.3
