region,group_or_crop,year,Yield_t_ha,Area_ha,N_kg_ha,P2O5_kg_ha,K_kg_ha,Mineral_treated_share,Org_kg_ha_or_share,Irrig_m3_ha,Irrig_mm,Yield_t_ha_lag1,Area_ha_lag1,N_kg_ha_lag1,P2O5_kg_ha_lag1,K_kg_ha_lag1,Mineral_treated_share_lag1,Org_kg_ha_or_share_lag1,Irrig_m3_ha_lag1,Irrig_mm_lag1,Yield_t_ha_lag2,Area_ha_lag2,N_kg_ha_lag2,P2O5_kg_ha_lag2,K_kg_ha_lag2,Mineral_treated_share_lag2,Org_kg_ha_or_share_lag2,Irrig_m3_ha_lag2,Irrig_mm_lag2,Yield_t_ha_lag3,Area_ha_lag3,N_kg_ha_lag3,P2O5_kg_ha_lag3,K_kg_ha_lag3,Mineral_treated_share_lag3,Org_kg_ha_or_share_lag3,Irrig_m3_ha_lag3,Irrig_mm_lag3,ma5_Yield,ma5_N,ma5_P2O5,ma5_K,ma5_MineralShare,ma5_Org,ma5_Irrig_m3,ma5_Irrig_mm,Yield_anom
Черкаська область,Соняшник,2012,2.67,139900.0,37.4,17.9,17.7,0.7512508934953538,0.007147962830593281,7.466401194624191,0.746640119462419,2.21,157800.0,35.5,15.2,15.3,0.7389100126742713,0.005069708491761723,4.97471188127021,0.49747118812702096,2.09,145200.0,27.8,17.6,12.6,0.6749311294765841,0.006887052341597796,4.169446297531688,0.4169446297531688,,,,,,,,,,,,,,,,,,
Черкаська область,Соняшник,2013,3.1100000000000003,156500.0,43.3,20.9,21.8,0.7507987220447284,0.0044728434504792336,7.4812967581047385,0.7481296758104738,2.67,139900.0,37.4,17.9,17.7,0.7512508934953538,0.007147962830593281,7.466401194624191,0.746640119462419,2.21,157800.0,35.5,15.2,15.3,0.7389100126742713,0.005069708491761723,4.97471188127021,0.49747118812702096,2.09,145200.0,27.8,17.6,12.6,0.6749311294765841,0.006887052341597796,4.169446297531688,0.4169446297531688,,,,,,,,,
Черкаська область,Соняшник,2014,2.8,177700.0,39.2,19.6,17.2,0.7495779403489027,0.005064715813168261,8.330556481172943,0.8330556481172943,3.1100000000000003,156500.0,43.3,20.9,21.8,0.7507987220447284,0.0044728434504792336,7.4812967581047385,0.7481296758104738,2.67,139900.0,37.4,17.9,17.7,0.7512508934953538,0.007147962830593281,7.466401194624191,0.746640119462419,2.21,157800.0,35.5,15.2,15.3,0.7389100126742713,0.005069708491761723,4.97471188127021,0.49747118812702096,,,,,,,,,
Черкаська область,Соняшник,2015,2.85,190100.0,43.7,17.3,19.0,0.7795896896370331,0.004208311415044713,9.16208562385474,0.916208562385474,2.8,177700.0,39.2,19.6,17.2,0.7495779403489027,0.005064715813168261,8.330556481172943,0.8330556481172943,3.1100000000000003,156500.0,43.3,20.9,21.8,0.7507987220447284,0.0044728434504792336,7.4812967581047385,0.7481296758104738,2.67,139900.0,37.4,17.9,17.7,0.7512508934953538,0.007147962830593281,7.466401194624191,0.746640119462419,2.5759999999999996,36.64,18.240000000000002,16.919999999999998,0.7330937396079681,0.0057284565855200585,6.484482522540754,0.6484482522540753,0.27400000000000047
Черкаська область,Соняшник,2016,2.83,203400.0,50.9,20.4,21.7,0.803834808259587,0.005408062930186824,8.368901163277261,0.8368901163277261,2.85,190100.0,43.7,17.3,19.0,0.7795896896370331,0.004208311415044713,9.16208562385474,0.916208562385474,2.8,177700.0,39.2,19.6,17.2,0.7495779403489027,0.005064715813168261,8.330556481172943,0.8330556481172943,3.1100000000000003,156500.0,43.3,20.9,21.8,0.7507987220447284,0.0044728434504792336,7.4812967581047385,0.7481296758104738,2.728,39.82,18.18,18.2,0.7540254516400579,0.005192708400209442,7.483010387805365,0.7483010387805364,0.10199999999999987
Черкаська область,Соняшник,2017,2.48,203400.0,52.1,26.1,26.7,0.839724680432645,0.0058997050147492625,15.143866733972741,1.5143866733972742,2.83,203400.0,50.9,20.4,21.7,0.803834808259587,0.005408062930186824,8.368901163277261,0.8368901163277261,2.85,190100.0,43.7,17.3,19.0,0.7795896896370331,0.004208311415044713,9.16208562385474,0.916208562385474,2.8,177700.0,39.2,19.6,17.2,0.7495779403489027,0.005064715813168261,8.330556481172943,0.8330556481172943,2.852,42.9,19.22,19.479999999999997,0.767010410757121,0.0052603792878944625,8.161848244206775,0.8161848244206775,-0.3719999999999999
Черкаська область,Соняшник,2018,3.17,201900.0,53.9,26.0,24.1,0.79247152055473,0.008420009905894007,19.36515955207544,1.936515955207544,2.48,203400.0,52.1,26.1,26.7,0.839724680432645,0.0058997050147492625,15.143866733972741,1.5143866733972742,2.83,203400.0,50.9,20.4,21.7,0.803834808259587,0.005408062930186824,8.368901163277261,0.8368901163277261,2.85,190100.0,43.7,17.3,19.0,0.7795896896370331,0.004208311415044713,9.16208562385474,0.916208562385474,2.814,45.84,20.86,21.279999999999998,0.7847051681445792,0.005010727724725659,9.697341352076485,0.9697341352076485,0.35599999999999987
Черкаська область,Соняшник,2019,3.34,201400.0,60.3,26.5,22.3,0.785501489572989,0.009433962264150943,17.37403822288409,1.737403822288409,3.17,201900.0,53.9,26.0,24.1,0.79247152055473,0.008420009905894007,19.36515955207544,1.936515955207544,2.48,203400.0,52.1,26.1,26.7,0.839724680432645,0.0058997050147492625,15.143866733972741,1.5143866733972742,2.83,203400.0,50.9,20.4,21.7,0.803834808259587,0.005408062930186824,8.368901163277261,0.8368901163277261,2.8259999999999996,47.96,21.880000000000003,21.74,0.7930397278465795,0.005800161015808614,12.074113910870626,1.2074113910870625,0.5140000000000002
Черкаська область,Соняшник,2020,2.45,232300.0,60.6,21.9,24.5,0.801980198019802,0.006026689625484288,22.255192878338278,2.2255192878338277,3.34,201400.0,60.3,26.5,22.3,0.785501489572989,0.009433962264150943,17.37403822288409,1.737403822288409,3.17,201900.0,53.9,26.0,24.1,0.79247152055473,0.008420009905894007,19.36515955207544,1.936515955207544,2.48,203400.0,52.1,26.1,26.7,0.839724680432645,0.0058997050147492625,15.143866733972741,1.5143866733972742,2.9339999999999997,52.17999999999999,23.259999999999998,22.76,0.8002244376913967,0.00667401030600515,13.882810259212855,1.3882810259212852,-0.48399999999999954
Черкаська область,Соняшник,2021,3.15,257399.99999999997,59.4,21.3,22.3,0.7746697746697747,0.003496503496503497,14.908350305498981,1.490835030549898,2.45,232300.0,60.6,21.9,24.5,0.801980198019802,0.006026689625484288,22.255192878338278,2.2255192878338277,3.34,201400.0,60.3,26.5,22.3,0.785501489572989,0.009433962264150943,17.37403822288409,1.737403822288409,3.17,201900.0,53.9,26.0,24.1,0.79247152055473,0.008420009905894007,19.36515955207544,1.936515955207544,2.854,55.56,24.18,23.860000000000003,0.8047025393679507,0.007037685948093066,16.501431710109564,1.6501431710109564,0.2959999999999998
Черкаська область,Соняшник,2022,2.67,246000.0,76.7,20.4,34.0,0.7613821138211382,0.005284552845528455,18.12191103789127,1.812191103789127,3.15,257399.99999999997,59.4,21.3,22.3,0.7746697746697747,0.003496503496503497,14.908350305498981,1.490835030549898,2.45,232300.0,60.6,21.9,24.5,0.801980198019802,0.006026689625484288,22.255192878338278,2.2255192878338277,3.34,201400.0,60.3,26.5,22.3,0.785501489572989,0.009433962264150943,17.37403822288409,1.737403822288409,2.918,57.260000000000005,24.36,23.98,0.7988695326499882,0.0066553740613563995,17.80932153855391,1.7809321538553906,-0.24800000000000022
