feature,mean_abs_shap
Org_kg_ha_or_share_lag1,0.07553943707829429
K_kg_ha_lag1,0.06332450490149243
Yield_t_ha_lag1,0.04785560733742183
Area_ha_lag1,0.019925685155959386
P2O5_kg_ha_lag1,0.019408572760839314
N_kg_ha_lag1,0.016041796358804854
ma5_Org,0.006843131212961148
ma5_Yield,0.006360342814808826
Mineral_treated_share_lag1,0.0015794038772582956
Irrig_m3_ha_lag1,0.0013343379611060891
