factor,pearson_yield,pearson_yield_p,spearman_yield,spearman_yield_p,pearson_anom,pearson_anom_p,spearman_anom,spearman_anom_p
Area_ha_lag1,-0.10784337147022449,0.7824214220523389,-0.19999999999999998,0.6059012741795533,-0.109617793907403,0.7789124943284719,-0.25,0.5164895523012263
Irrig_mm_lag1,0.06385913098285129,0.870348533033269,-0.049999999999999996,0.8983528043506301,0.02747246035281102,0.9440687512937106,-0.16666666666666669,0.668231040071504
K_kg_ha_lag1,0.2632085841261407,0.4937951100701396,0.1338923854009157,0.731278765094574,0.2901557493200625,0.44881508981377044,0.10041928905068676,0.7971388092372127
Mineral_treated_share_lag1,0.11625604382701105,0.7658163801473957,0.0,1.0,0.17456843981001174,0.6532799092275213,0.0,1.0
N_kg_ha_lag1,0.08516283519384127,0.8275528517400991,0.13333333333333333,0.7323675052362975,0.13779821651943425,0.7236839196667146,0.13333333333333333,0.7323675052362975
Org_kg_ha_or_share_lag1,0.21839525034107,0.5723953725951005,0.049999999999999996,0.8983528043506301,0.2801437809070462,0.46531434481265155,0.2333333333333333,0.5456987782182727
P2O5_kg_ha_lag1,0.3088529851595037,0.41870299482908396,0.26666666666666666,0.4879222748387009,0.3053037883971977,0.42434747128322503,0.19999999999999998,0.6059012741795533
