feature,mean_abs_shap
Area_ha,0.10188938619120196
Org_kg_ha_or_share,0.05744283784804185
Irrig_m3_ha,0.04942756429995615
Org_kg_ha_or_share_lag1,0.04098745580682592
Yield_t_ha_lag1,0.03392044411898422
Irrig_mm,0.01865610010053184
Org_kg_ha_or_share_lag3,0.018432642126664484
N_kg_ha,0.013970007100646819
P2O5_kg_ha,0.010468537658986615
Org_kg_ha_or_share_lag2,0.004807842729651978
