feature,mean_abs_shap
Area_ha_lag1,0.47241748863140276
Mineral_treated_share_lag1,0.28424770412620115
Yield_t_ha_lag1,0.05175243391438334
ma5_MineralShare,0.04832050881204359
ma5_Org,0.03536953913016763
P2O5_kg_ha_lag1,0.025755716499917303
N_kg_ha_lag1,0.024023439045828942
K_kg_ha_lag1,0.013209092038370084
Org_kg_ha_or_share_lag1,0.005138931876983555
ma5_Irrig_m3,4.558747882421081e-06
