feature,mean_abs_shap
Area_ha,0.08732063571612038
Org_kg_ha_or_share,0.08674701452255244
Org_kg_ha_or_share_lag3,0.03049433363808524
P2O5_kg_ha,0.028948875268300377
Org_kg_ha_or_share_lag2,0.01964636312590707
N_kg_ha,0.013274967670440688
P2O5_kg_ha_lag3,0.013006158007515872
P2O5_kg_ha_lag2,0.010835694604449782
Yield_t_ha_lag1,0.010486994849311045
Area_ha_lag1,0.008079610930548764
