feature,mean_abs_shap
Org_kg_ha_or_share_lag1,0.104825030462178
K_kg_ha_lag1,0.08250402967156041
Yield_t_ha_lag1,0.07297550647914809
P2O5_kg_ha_lag1,0.03918155338272457
ma5_Yield,0.02740097084140512
Area_ha_lag1,0.01240156997155277
ma5_N,0.0025172830833167
ma5_Org,0.0016633671558866265
N_kg_ha_lag1,0.001616565479250344
Mineral_treated_share_lag1,0.000626642634597298
