year,crop,baseline,scenario,split,y_true,y_pred,mae,rmse,mape,order
2019,Пшениця,naive_lag1,lag_only,validation,5.4399999999999995,4.83,0.6099999999999994,0.6099999999999994,11.213235294117638,
2019,Пшениця,forecast_linear,trend,validation,5.4399999999999995,5.069722222222225,0.3702777777777744,0.3702777777777744,6.806576797385559,
2019,Пшениця,linest_lag_only,lag_only,validation,5.4399999999999995,3.8081275011655613,1.6318724988344382,1.6318724988344382,29.997656228574233,
2019,Пшениця,arima,trend,validation,5.4399999999999995,4.83,0.6099999999999994,0.6099999999999994,11.213235294117638,"(0, 1, 0)"
2020,Пшениця,naive_lag1,lag_only,validation,4.35,5.4399999999999995,1.0899999999999999,1.0899999999999999,25.057471264367813,
2020,Пшениця,forecast_linear,trend,validation,4.35,5.323333333333352,0.9733333333333523,0.9733333333333523,22.375478927203503,
2020,Пшениця,linest_lag_only,lag_only,validation,4.35,4.498972465615628,0.14897246561562838,0.14897246561562838,3.4246543819684687,
2020,Пшениця,arima,trend,validation,4.35,5.4399999999999995,1.0899999999999999,1.0899999999999999,25.057471264367813,"(0, 1, 0)"
2021,Пшениця,naive_lag1,lag_only,validation,5.39,4.35,1.04,1.04,19.29499072356215,
2021,Пшениця,forecast_linear,trend,validation,5.39,5.095090909090885,0.29490909090911455,0.29490909090911455,5.471411705178378,
2021,Пшениця,linest_lag_only,lag_only,validation,5.39,5.373302373850908,0.016697626149091427,0.016697626149091427,0.30978898235791147,
2021,Пшениця,arima,trend,validation,5.39,4.35,1.04,1.04,19.29499072356215,"(0, 1, 0)"
2022,Пшениця,naive_lag1,lag_only,test,4.64,5.39,0.75,0.75,16.163793103448278,
2022,Пшениця,forecast_linear,trend,test,4.64,5.274848484848462,0.6348484848484626,0.6348484848484626,13.682079414837556,
2022,Пшениця,linest_lag_only,lag_only,test,4.64,2.753991310775824,1.8860086892241759,1.8860086892241759,40.64673899190034,
2022,Пшениця,arima,trend,test,4.64,4.988966346801136,0.34896634680113614,0.34896634680113614,7.520826439679659,"(0, 1, 1)"
2023,Пшениця,naive_lag1,lag_only,test,5.67,4.64,1.0300000000000002,1.0300000000000002,18.165784832451504,
2023,Пшениця,forecast_linear,trend,test,5.67,5.172307692307697,0.49769230769230255,0.49769230769230255,8.777642110975354,
2023,Пшениця,linest_lag_only,lag_only,test,5.67,1.2419978494480137,4.428002150551986,4.428002150551986,78.09527602384455,
2023,Пшениця,arima,trend,test,5.67,4.8430026900883405,0.8269973099116594,0.8269973099116594,14.585490474632442,"(0, 1, 1)"
2024,Пшениця,naive_lag1,lag_only,test,5.7700000000000005,5.67,0.10000000000000053,0.10000000000000053,1.7331022530329379,
2024,Пшениця,forecast_linear,trend,test,5.7700000000000005,5.386373626373626,0.38362637362637475,0.38362637362637475,6.648637324547223,
2024,Пшениця,linest_lag_only,lag_only,test,5.7700000000000005,5.358952085675849,0.41104791432415144,0.41104791432415144,7.123880664196731,
2024,Пшениця,arima,trend,test,5.7700000000000005,5.146170806964412,0.6238291930355881,0.6238291930355881,10.811597799576916,"(0, 1, 1)"
2019,Кукурудза,naive_lag1,lag_only,validation,7.7299999999999995,9.24,1.5100000000000007,1.5100000000000007,19.534282018111266,
2019,Кукурудза,forecast_linear,trend,validation,7.7299999999999995,7.663611111111095,0.0663888888889046,0.0663888888889046,0.8588472042549108,
2019,Кукурудза,linest_lag_only,lag_only,validation,7.7299999999999995,10.909478513392227,3.179478513392227,3.179478513392227,41.13167546432377,
2019,Кукурудза,arima,trend,validation,7.7299999999999995,4.327895466551256,3.4021045334487434,3.4021045334487434,44.011701597008326,"(2, 1, 0)"
2020,Кукурудза,naive_lag1,lag_only,validation,3.71,7.7299999999999995,4.02,4.02,108.35579514824796,
2020,Кукурудза,forecast_linear,trend,validation,3.71,7.76333333333335,4.05333333333335,4.05333333333335,109.25426774483422,
2020,Кукурудза,linest_lag_only,lag_only,validation,3.71,4.923687363724074,1.2136873637240742,1.2136873637240742,32.71394511385645,
2020,Кукурудза,arima,trend,validation,3.71,6.5000407759412475,2.7900407759412476,2.7900407759412476,75.20325541620613,"(0, 1, 2)"
2021,Кукурудза,naive_lag1,lag_only,validation,8.95,3.71,5.239999999999999,5.239999999999999,58.54748603351955,
2021,Кукурудза,forecast_linear,trend,validation,8.95,6.366181818181815,2.5838181818181845,2.5838181818181845,28.869476891823293,
2021,Кукурудза,linest_lag_only,lag_only,validation,8.95,2.580890265972293,6.369109734027706,6.369109734027706,71.16323725170622,
2021,Кукурудза,arima,trend,validation,8.95,10.633822488156543,1.6838224881565438,1.6838224881565438,18.813659085547975,"(2, 1, 1)"
2022,Кукурудза,naive_lag1,lag_only,test,6.63,8.95,2.3199999999999994,2.3199999999999994,34.992458521870276,
2022,Кукурудза,forecast_linear,trend,test,6.63,7.119999999999997,0.48999999999999755,0.48999999999999755,7.390648567119118,
2022,Кукурудза,linest_lag_only,lag_only,test,6.63,1.0610669075810293,5.568933092418971,5.568933092418971,83.99597424463002,
2022,Кукурудза,arima,trend,test,6.63,6.784444413412059,0.15444441341205906,0.15444441341205906,2.3294783320069237,"(0, 1, 2)"
2023,Кукурудза,naive_lag1,lag_only,test,8.52,6.63,1.8899999999999997,1.8899999999999997,22.183098591549292,
2023,Кукурудза,forecast_linear,trend,test,8.52,6.961153846153849,1.5588461538461509,1.5588461538461509,18.296316359696608,
2023,Кукурудза,linest_lag_only,lag_only,test,8.52,25.980267831697343,17.460267831697344,17.460267831697344,204.93272102931158,
2023,Кукурудза,arima,trend,test,8.52,6.904852536934627,1.6151474630653722,1.6151474630653722,18.95712984818512,"(0, 1, 2)"
2024,Кукурудза,naive_lag1,lag_only,test,6.57,8.52,1.9499999999999993,1.9499999999999993,29.68036529680364,
2024,Кукурудза,forecast_linear,trend,test,6.57,7.382307692307691,0.8123076923076908,0.8123076923076908,12.363891815946587,
2024,Кукурудза,linest_lag_only,lag_only,test,6.57,5.347464216261784,1.2225357837382163,1.2225357837382163,18.607850589622775,
2024,Кукурудза,arima,trend,test,6.57,5.89349707447086,0.6765029255291406,0.6765029255291406,10.296848181569871,"(0, 1, 2)"
2019,Соняшник,naive_lag1,lag_only,validation,3.34,3.17,0.16999999999999993,0.16999999999999993,5.089820359281435,
2019,Соняшник,forecast_linear,trend,validation,3.34,3.1225000000000023,0.21749999999999758,0.21749999999999758,6.5119760479041195,
2019,Соняшник,linest_lag_only,lag_only,validation,3.34,3.5369426023839177,0.1969426023839178,0.1969426023839178,5.896485101314905,
2019,Соняшник,arima,trend,validation,3.34,3.17,0.16999999999999993,0.16999999999999993,5.089820359281435,"(0, 1, 0)"
2020,Соняшник,naive_lag1,lag_only,validation,2.45,3.34,0.8899999999999997,0.8899999999999997,36.32653061224488,
2020,Соняшник,forecast_linear,trend,validation,2.45,3.2959999999999923,0.8459999999999921,0.8459999999999921,34.53061224489763,
2020,Соняшник,linest_lag_only,lag_only,validation,2.45,2.941173896692676,0.49117389669267597,0.49117389669267597,20.047914150721464,
2020,Соняшник,arima,trend,validation,2.45,3.34,0.8899999999999997,0.8899999999999997,36.32653061224488,"(0, 1, 0)"
2021,Соняшник,naive_lag1,lag_only,validation,3.15,2.45,0.6999999999999997,0.6999999999999997,22.222222222222214,
2021,Соняшник,forecast_linear,trend,validation,3.15,3.0867272727272876,0.06327272727271227,0.06327272727271227,2.008658008657532,
