year,crop,model,scenario,lag_config,split,mae,rmse,mape,n_features,params_json
2023,Кукурудза,elasticnet,lag_only,L1,test,1.373262568467526,1.373262568467526,16.118105263703356,17,"{""alpha"": 1.0, ""l1_ratio"": 0.8}"
2024,Кукурудза,elasticnet,lag_only,L1,test,0.6310753085357321,0.6310753085357321,9.605408044683898,17,"{""alpha"": 1.0, ""l1_ratio"": 0.8}"
2019,Кукурудза,xgboost,lag_only,L1,validation,0.7586321640014644,0.7586321640014644,9.814128900407043,17,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""max_depth"": 2, ""n_estimators"": 100, ""subsample"": 0.8}"
2020,Кукурудза,xgboost,lag_only,L1,validation,3.1825724029541016,3.1825724029541016,85.7836227211348,17,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""max_depth"": 2, ""n_estimators"": 100, ""subsample"": 0.8}"
2021,Кукурудза,xgboost,lag_only,L1,validation,1.8708817481994622,1.8708817481994622,20.903706683792876,17,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""max_depth"": 2, ""n_estimators"": 100, ""subsample"": 0.8}"
2022,Кукурудза,xgboost,lag_only,L1,test,0.07541454315185536,0.07541454315185536,1.1374742556840929,17,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""max_depth"": 2, ""n_estimators"": 100, ""subsample"": 0.8}"
2023,Кукурудза,xgboost,lag_only,L1,test,0.8403687667846675,0.8403687667846675,9.863483178223797,17,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""max_depth"": 2, ""n_estimators"": 100, ""subsample"": 0.8}"
2024,Кукурудза,xgboost,lag_only,L1,test,0.5400158691406247,0.5400158691406247,8.219419621622901,17,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""max_depth"": 2, ""n_estimators"": 100, ""subsample"": 0.8}"
2019,Кукурудза,lightgbm,lag_only,L1,validation,0.20365471510030364,0.20365471510030364,2.6346017477400214,17,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": -1, ""n_estimators"": 300, ""num_leaves"": 15, ""subsample"": 0.8}"
2020,Кукурудза,lightgbm,lag_only,L1,validation,3.8593232845121914,3.8593232845121914,104.02488637499168,17,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": -1, ""n_estimators"": 300, ""num_leaves"": 15, ""subsample"": 0.8}"
2021,Кукурудза,lightgbm,lag_only,L1,validation,0.24607056338131272,0.24607056338131272,2.7493917696236063,17,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": -1, ""n_estimators"": 300, ""num_leaves"": 15, ""subsample"": 0.8}"
2022,Кукурудза,lightgbm,lag_only,L1,test,2.918529450537949,2.918529450537949,44.020052044312955,17,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": -1, ""n_estimators"": 300, ""num_leaves"": 15, ""subsample"": 0.8}"
2023,Кукурудза,lightgbm,lag_only,L1,test,0.6922097163478993,0.6922097163478993,8.124527187181917,17,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": -1, ""n_estimators"": 300, ""num_leaves"": 15, ""subsample"": 0.8}"
2024,Кукурудза,lightgbm,lag_only,L1,test,0.2016332799328895,0.2016332799328895,3.068999694564528,17,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": -1, ""n_estimators"": 300, ""num_leaves"": 15, ""subsample"": 0.8}"
2019,Кукурудза,elasticnet,in_season,L1,validation,0.5926717101605421,0.5926717101605421,7.667163132736639,43,"{""alpha"": 1.0, ""l1_ratio"": 0.8}"
2020,Кукурудза,elasticnet,in_season,L1,validation,3.6309999999999993,3.6309999999999993,97.87061994609164,43,"{""alpha"": 1.0, ""l1_ratio"": 0.8}"
2021,Кукурудза,elasticnet,in_season,L1,validation,2.1769584592229565,2.1769584592229565,24.323558203608457,43,"{""alpha"": 1.0, ""l1_ratio"": 0.8}"
2022,Кукурудза,elasticnet,in_season,L1,test,0.46407944763805364,0.46407944763805364,6.999690009623735,43,"{""alpha"": 1.0, ""l1_ratio"": 0.8}"
2023,Кукурудза,elasticnet,in_season,L1,test,1.373262568467526,1.373262568467526,16.118105263703356,43,"{""alpha"": 1.0, ""l1_ratio"": 0.8}"
2024,Кукурудза,elasticnet,in_season,L1,test,0.6310753085357321,0.6310753085357321,9.605408044683898,43,"{""alpha"": 1.0, ""l1_ratio"": 0.8}"
2019,Кукурудза,xgboost,in_season,L1,validation,0.20766304016113235,0.20766304016113235,2.686455888242333,43,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""max_depth"": 4, ""n_estimators"": 300, ""subsample"": 0.8}"
2020,Кукурудза,xgboost,in_season,L1,validation,3.9502931022644043,3.9502931022644043,106.47690302599473,43,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""max_depth"": 4, ""n_estimators"": 300, ""subsample"": 0.8}"
2021,Кукурудза,xgboost,in_season,L1,validation,0.011597442626953836,0.011597442626953836,0.12958036454697022,43,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""max_depth"": 4, ""n_estimators"": 300, ""subsample"": 0.8}"
2022,Кукурудза,xgboost,in_season,L1,test,0.7761484336853028,0.7761484336853028,11.706612876098083,43,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""max_depth"": 4, ""n_estimators"": 300, ""subsample"": 0.8}"
2023,Кукурудза,xgboost,in_season,L1,test,1.265491504669189,1.265491504669189,14.853186674520998,43,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""max_depth"": 4, ""n_estimators"": 300, ""subsample"": 0.8}"
2024,Кукурудза,xgboost,in_season,L1,test,0.07118576049804659,0.07118576049804659,1.0834971156475888,43,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""max_depth"": 4, ""n_estimators"": 300, ""subsample"": 0.8}"
2019,Кукурудза,lightgbm,in_season,L1,validation,0.0234245942802076,0.0234245942802076,0.3030348548539146,43,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""max_depth"": -1, ""n_estimators"": 100, ""num_leaves"": 15, ""subsample"": 0.8}"
2020,Кукурудза,lightgbm,in_season,L1,validation,3.6069812688045184,3.6069812688045184,97.22321479257462,43,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""max_depth"": -1, ""n_estimators"": 100, ""num_leaves"": 15, ""subsample"": 0.8}"
2021,Кукурудза,lightgbm,in_season,L1,validation,0.1735987924174882,0.1735987924174882,1.9396513119272425,43,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""max_depth"": -1, ""n_estimators"": 100, ""num_leaves"": 15, ""subsample"": 0.8}"
2022,Кукурудза,lightgbm,in_season,L1,test,1.3102432055088409,1.3102432055088409,19.76234095790107,43,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""max_depth"": -1, ""n_estimators"": 100, ""num_leaves"": 15, ""subsample"": 0.8}"
2023,Кукурудза,lightgbm,in_season,L1,test,0.15485189218933115,0.15485189218933115,1.8175104717057646,43,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""max_depth"": -1, ""n_estimators"": 100, ""num_leaves"": 15, ""subsample"": 0.8}"
2024,Кукурудза,lightgbm,in_season,L1,test,1.6242724464381366,1.6242724464381366,24.72256387272658,43,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""max_depth"": -1, ""n_estimators"": 100, ""num_leaves"": 15, ""subsample"": 0.8}"
2019,Соняшник,elasticnet,lag_only,L1,validation,0.2094053911823628,0.2094053911823628,6.269622490489904,17,"{""alpha"": 0.1, ""l1_ratio"": 0.8}"
2020,Соняшник,elasticnet,lag_only,L1,validation,0.6390319562998887,0.6390319562998887,26.082936991832188,17,"{""alpha"": 0.1, ""l1_ratio"": 0.8}"
2021,Соняшник,elasticnet,lag_only,L1,validation,0.22353159025178737,0.22353159025178737,7.096240960374202,17,"{""alpha"": 0.1, ""l1_ratio"": 0.8}"
2022,Соняшник,elasticnet,lag_only,L1,test,0.1491285326066576,0.1491285326066576,5.585338299874816,17,"{""alpha"": 0.1, ""l1_ratio"": 0.8}"
