year,value
2010,279.5
2011,363.3
2012,410.8
2013,398.9
2014,476.5
2015,435.8
2016,481.5
2017,474.9
2018,508.5
2019,461.1
2020,416.2
2021,479.1
2022,541.2
2023,525.3
2024,504.8
