year,value
2010,3.5
2011,4
2012,4.6
2013,5.2
2014,5.6
2015,5.6
2016,6.3
2017,6.8
2018,14.5
2019,14.2
2020,16.4
2021,18.3
2022,16.9
2023,10
2024,12.1
