year,value
2010,10.4
2011,11.2
2012,11.7
2013,16.1
2014,13.9
2015,13.8
2016,15
2017,19.1
2018,19.2
2019,19
2020,23.2
2021,22.8
2022,23.7
2023,21.1
2024,15.9
