year,value
2010,2647.6
2011,3543.7
2012,4371.9
2013,4826.9
2014,4626.9
2015,4083.5
2016,4252.2
2017,4480.7
2018,4564.2
2019,4986.9
2020,5392.1
2021,5481.8
2022,4124.5
2023,3975.2
2024,4070.5
