year,value
2010,223.2
2011,223.4
2012,223.4
2013,221.7
2014,209.9
2015,206
2016,196.7
2017,198.5
2018,200
2019,195.5
2020,191
2021,190.5
2022,171.2
2023,187.1
2024,null
