year,value
2010,19.7
2011,24.7
2012,21.1
2013,23.4
2014,30.1
2015,29.5
2016,33
2017,33.1
2018,29.6
2019,34.2
2020,32.2
2021,38.2
2022,32.2
2023,36.9
2024,38
