year,value
2010,492
2011,515.8
2012,448.9
2013,270.5
2014,330.2
2015,237
2016,291.1
2017,313.6
2018,274.7
2019,221.3
2020,220
2021,226.6
2022,183.8
2023,250.1
2024,253.6
